,Id,SalePrice
132,227,71494.23720573948
133,135,104322.95638459956
134,1167,88462.88189969002
135,294,151252.26429949538
136,1776,133454.7966524331
137,540,89220.48643061868
138,1717,165626.78044696455
139,2303,56302.69039856235
140,116,117090.69981787715
141,127,93423.10480082768
142,1371,65735.98419166426
143,1014,72878.2031236419
144,1507,43667.42299186147
145,702,52193.06177030143
146,750,91190.04825105972
147,261,67692.04339426954
148,1559,12891.625028039678
149,577,143738.2430957792
150,2812,115237.5120451462
151,2080,84025.23863517365
152,1368,39718.24564947456
153,2376,49061.67395509279
154,659,55342.56504134461
155,1235,63666.615852658055
156,332,-2304.019408967346
157,1917,76120.48400793131
158,2094,178406.8300947697
159,1460,182073.54302608187
160,1471,160310.47640965134
161,1509,49601.863363431534
162,1922,49753.04164022405
163,433,413490.71284056455
164,460,191538.0503880668
165,1116,171590.81595910364
166,1137,86585.78472662391
167,53,104783.2129332769
168,2354,194789.74578702042
169,1475,130917.28080407646
170,1761,373948.2924585232
171,842,69553.12723372516
172,2739,103954.1171151388
173,2509,79089.76070588129
174,1007,134310.74440361757
175,2610,121144.02516920143
176,1952,19864.88488689263
177,2719,88870.07150680793
178,2921,2537.9173794260714
179,1966,80038.4464551768
180,292,44597.46299306629
181,1204,113853.4982039145
182,1829,189120.36722415197
183,2419,126931.25520225603
184,391,85130.02465362556
185,798,53070.04939530243
186,481,137091.0370378762
187,193,117083.50913774676
188,555,65238.10215438239
189,899,34808.64911124122
190,2357,125527.47247486433
191,328,80726.72891218774
192,1356,34049.93846715288
193,1154,40678.440113029676
194,1730,114895.39256837335
195,2249,113127.93318923377
196,1119,231460.43301206338
197,2856,75726.38799348054
198,1394,48521.605562094715
199,2587,50766.14979422535
200,61,250194.44242671924
201,2661,91425.53265401023
202,2711,53315.10407455475
203,1147,97645.2337872868
204,757,47302.20664193621
205,2623,51755.893300692784
206,2378,74198.44431427005
207,1413,70226.88684679545
208,1722,155058.6201659356
209,1112,156223.62130615977
210,1623,120633.87802188541
211,1201,122303.18141020462
212,1513,40402.2522020007
213,957,256301.6654020151
214,1171,168751.58313525084
215,1145,125510.94649376662
216,2726,230347.64881896507
217,703,60918.92235191271
218,760,50058.80607667344
219,1964,90176.07273346966
220,2512,115263.50142830412
221,159,53317.710163013544
222,1281,102664.66436812666
223,468,116773.82006074768
224,290,67956.95558654796
225,665,37068.641661790316
226,1463,176892.61563437548
227,1792,153986.6403350255
228,923,84445.41101709416
229,500,211334.00317320076
230,1408,161860.8741187828
231,331,29590.712791492
232,170,78595.66924751247
233,2192,23995.53066291148
234,2571,167135.16203899204
235,2314,92177.85749504413
236,2647,23757.36556044256
237,422,342674.34614231007
238,2457,255704.303656823
239,1838,118154.75107998808
240,2805,173949.76888225647
241,1645,82920.72309416265
242,1711,246648.47487715934
243,2825,170224.77239531593
244,322,239444.62726466137
245,2103,186453.26376834686
246,342,39815.09628730663
247,600,68636.66072490672
248,488,90308.18417177873
249,1725,220151.9805220418
250,2246,224421.51725272497
251,2847,73251.04024100909
252,806,157308.2165549685
253,530,161735.51950169785
254,963,119669.43706360296
255,2678,49950.76139838528
256,171,11567.357901515206
257,2401,343969.25855686085
258,805,149445.26887306524
259,2259,190129.96595522587
260,1748,128503.81016804744
261,1361,72284.70493948786
262,1677,40438.307295134524
263,1406,98591.17581897811
264,2322,165484.05767534487
265,688,75099.48140932177
266,143,64030.11687618471
267,804,140877.1056778581
268,1214,170675.38462582615
269,2828,81706.56871599716
270,1999,127075.20804421091
271,2467,141534.75829885888
272,2665,100977.49608298682
273,1538,258716.92765431234
274,398,50684.6209988863
275,2822,74379.42917764664
276,2157,72160.55341668567
277,1856,112401.65577827056
278,1269,45610.85823159176
279,2570,36513.83534812124
280,2320,161747.47768418712
281,1517,75929.97079964308
282,2304,67942.55076791486
283,1312,24286.43268819689
284,2012,74837.60728873254
285,506,182431.58796223742
286,2865,153037.18387841422
287,2367,32049.07887775707
288,554,31088.361179194413
289,238,58754.380730704754
290,1954,35449.4844295003
291,2488,50062.7091703678
292,2291,-7696.790628167801
293,1969,46592.922622000915
294,2725,102007.27880549419
295,1482,77678.78234382079
296,2763,132761.47015328973
297,503,204731.16134192387
298,1584,195773.03984085796
299,1531,84829.68488182488
300,2210,123184.89028938615
301,459,243606.49525811325
302,556,68457.33603587304
303,1347,52856.830389946816
304,1290,3149.396637292579
305,1388,34191.10421666072
306,1571,192041.99545681104
307,2754,148888.47526696173
308,765,66099.46212352731
309,2494,54528.44871090271
310,2870,163088.9001630682
311,7,187840.05705429963
312,1114,166924.6858907973
313,2418,206230.05946345523
314,291,135215.1478305126
315,18,311366.1124316207
316,39,315233.2202439975
317,1001,222887.6675652298
318,2442,156904.4811317093
319,616,56498.96374725236
320,2680,4229.221289680572
321,1414,62416.18829651433
322,289,94591.09960592329
323,40,203224.40614687616
324,860,72573.68002892635
325,409,53577.28172068996
326,673,85780.21409308864
327,2427,125842.05798083951
328,2036,138324.79411035404
329,2564,60141.17771503725
330,642,88799.87715840118
331,1008,104639.01427172578
332,1908,68691.9204002642
333,2519,116380.65690641047
334,1369,25546.593967666617
335,2855,86869.8362001807
336,712,14622.45804150647
337,1943,36408.16633504047
338,1958,59877.769589797594
339,107,103506.89292025904
340,2295,139542.6057246027
341,704,31424.322467013728
342,676,64389.046000056085
343,259,112094.61633459537
344,93,216961.59786379978
345,106,174160.2501332888
346,2315,100389.3523205939
347,1050,25850.12416977668
348,1095,141666.41302300105
349,2709,98139.03249992663
350,758,44390.940477882745
351,1496,98272.85440878582
352,2370,51581.53049377783
353,2458,223461.36366425827
354,2733,69599.29357729969
355,161,213777.41739398136
356,726,91986.76099148695
357,845,142285.96139239438
358,947,186237.21087978117
359,2232,47441.22848608857
360,2563,63362.133384160814
361,2299,53593.3639994578
362,211,4675.027142416453
363,605,81829.31265917723
364,1478,136149.1774698838
365,2247,200773.29836705967
366,2274,169478.44681104552
367,2869,157502.9350258857
368,967,145764.4994693898
369,2656,46154.35999968788
370,667,118773.58329945023
371,1042,37435.823176549864
372,2023,87925.36374594574
373,2447,304148.5596031046
374,2055,66327.72723667335
375,2275,225269.7764571132
376,2204,114687.35427789344
377,1563,212164.04753636068
378,483,147941.8280547749
379,796,48843.97807976126
380,1526,98025.90152864752
381,2042,27870.19078701001
382,442,270770.63376140385
383,1693,273777.0127254061
384,1468,148903.1227322782
385,1430,213076.9394783345
386,2605,90976.59156328684
387,1529,124178.55296868808
388,335,64839.85361981159
389,1287,51471.41879619623
390,31,21474.51225074695
391,1785,269559.54535685387
392,82,97445.42679916031
393,2620,51149.00363523874
394,252,103245.34115118324
395,721,-13916.712949081557
396,2165,125277.54437650554
397,2316,127236.06993052678
398,775,77695.90366398799
399,1558,36886.620716545265
400,17,157428.4463384956
401,1022,157861.54877287766
402,925,67083.35120732628
403,438,222637.62097567169
404,1270,62833.45304151904
405,1272,61107.4288321723
406,215,79282.04938792635
407,266,163269.82482218067
408,2402,242043.9390735943
409,1250,61443.15707674017
410,1984,46019.110028716386
411,1279,92546.02201871853
412,377,173170.64466333226
413,1252,54050.69858536811
414,2156,179711.8217248749
415,499,259643.778899136
416,1374,50299.123429385596
417,2898,155121.076252477
418,401,33426.89360692806
419,2721,98369.72302077373
420,2078,179106.32092118217
421,2589,61975.64684280672
422,1946,168396.22309371165
423,1334,54930.75016814226
424,2781,142129.11203771445
425,431,323154.8788017507
426,576,129405.51140898594
427,1474,145024.97807751712
428,2254,77550.87984914135
429,2155,206836.150782431
430,885,27557.235200720956
431,643,84957.79822345288
432,1944,64019.13954368094
433,480,128503.69543356495
434,2845,34669.27574523166
435,2387,266434.10474407393
436,2407,148425.47468140675
437,2527,98535.8425695292
438,2514,68460.60282016301
439,629,59617.97990334744
440,80,127068.76136022224
441,1876,65573.33973216522
442,1546,42999.80408089468
443,2518,111995.603338419
444,2347,79989.9393768597
445,783,210354.38650270493
446,1322,-28039.739472542424
447,194,27415.502938597463
448,1770,232589.477613981
449,2143,62264.71517631458
450,1229,167148.0979564375
451,511,210554.8110605731
452,46,172824.25796350813
453,1348,99440.82200201252
454,2465,143580.64417529537
455,387,170986.48243643332
456,873,169555.884341368
457,1918,46536.60171648511
458,2764,165021.41856634477
459,2184,67417.0732675913
460,934,77484.51687481953
461,1920,47242.22735657415
462,2631,92125.59410252434
463,1768,493451.3157968186
464,2040,61195.98713969905
465,1749,150520.53474403976
466,834,174205.13206557196
467,1457,149768.1311365692
468,79,17258.407807513606
469,2302,63385.96840993955
470,1817,66322.5483568518
471,2755,176371.6168708239
472,359,106538.54393061809
473,2059,34966.873703457415
474,2092,160947.92301524733
475,2516,163850.66108633508
476,150,44705.64394256461
477,1656,38591.73138312076
478,83,34955.159903836204
479,2411,124920.22112546745
480,795,176.40691930544563
481,2312,134970.67823842575
482,2917,49952.91365792684
483,1624,107858.63484228973
484,2215,248852.1371454592
485,1211,71029.50779008889
486,1485,96278.97036385117
487,1024,112011.03384001623
488,570,113529.97443662595
489,2874,95730.79751183023
490,700,62027.93281125289
491,2756,143028.92044058803
492,2022,98861.38897665835
493,583,153898.04357455717
494,2392,309486.01032666233
495,2424,107531.93119992048
496,212,24322.00787608314
497,736,54791.77929111605
498,1610,100189.66785107902
499,890,34444.45282540959
500,467,102271.00580507028
501,578,135701.26504647173
502,1747,123964.95334244892
503,1149,71426.5029629143
504,2758,180800.05843766755
505,857,70596.06550763443
506,2219,220929.3200906826
507,733,20391.629660845152
508,2909,52330.812732763705
509,1798,188843.57107586483
510,235,44093.10046916315
511,2366,59157.53972446523
512,1027,57944.35618064925
513,1195,78347.78950132232
514,1303,-28173.579048827523
515,148,121920.62848484667
516,608,77692.44573614444
517,2515,139156.17953167437
518,821,196518.3503610884
519,2500,201756.22299821663
520,745,43432.431473663426
521,741,61240.787070940016
522,1611,40751.94656530046
523,2532,51685.433830253896
524,1081,166043.0187076385
525,1692,348973.32489438984
526,2520,114501.15311943518
527,276,63500.984663196956
528,1992,66829.24075159221
529,663,-48103.44394554524
530,418,48678.9990117721
531,1733,144178.26250433235
532,2359,82086.7439482765
533,253,121114.11179065064
534,1518,143063.68366662227
535,2035,80157.03221422213
536,2919,-3630.0545001404826
537,1540,188403.65488783387
538,2120,75207.57747239503
539,1674,100431.14525274001
540,256,70962.94000649871
541,2361,36661.78596149513
542,978,14003.08209839731
543,2280,59303.26513777184
544,2095,172153.74969565356
545,1709,276006.52948038175
546,2801,177755.490950017
547,1246,53397.974326065974
548,2373,22144.7672512742
549,1055,250409.7847199872
550,2017,72694.26882831985
551,1099,223328.59859164548
552,1344,22746.791509806877
553,835,215135.93247329444
554,1117,151682.86947110377
555,2043,18141.958946927218
556,2085,33010.32101774169
557,410,83571.37946892157
558,2650,27368.57867463748
559,2867,116250.00128649606
560,1668,26229.313143535866
561,1161,85375.96701890277
562,2122,103493.90596744674
563,2539,73141.46295277588
564,1047,75887.08356826729
565,1445,72717.10775105981
566,541,47673.94369251432
567,569,130862.55669959693
568,1276,51596.346990071004
569,918,102954.13824101037
570,326,97488.9390606042
571,1936,68013.54758168315
572,895,13832.98775757302
573,257,71410.14114958176
574,1241,90508.3789710236
575,1545,62361.10905734205
576,1189,105984.55551520665
577,270,70123.44616867101
578,2066,120968.801228703
579,693,45502.50094091857
580,1259,77572.54559917154
581,2916,102350.29720715957
582,2321,233016.6707317792
583,1977,27370.319172003306
584,1895,79999.58301121881
585,1240,127425.10771364742
586,85,73815.40293517266
587,1823,47489.7839906984
588,825,211155.87620670837
589,110,166109.4299571514
590,697,56333.43248351605
591,2297,51492.27199091716
592,1231,67429.01223161875
593,1355,66257.00596802577
594,968,266150.004461851
595,584,153984.36084698502
596,1315,75606.33703836473
597,1606,73717.25849357934
598,206,36985.95326748933
599,1685,308060.6987064263
600,2016,61074.20498116629
601,869,123815.11375436047
602,2135,51377.82793652115
603,2346,110186.72693537083
604,2430,173356.1019027197
605,2198,18539.54701594892
606,2652,70467.66063840955
607,27,44021.4673941792
608,241,102871.46766362712
609,906,75203.09765506908
610,1506,46044.64893868135
611,2098,279256.13888500584
612,1435,155650.3298076
613,2213,80956.37614876882
614,1274,66683.56871494581
615,743,-55924.10409719311
616,1737,148401.11562744668
617,2797,204652.9168315078
618,2185,-264.87542692245916
619,58,106626.72606649937
620,830,146154.10804053734
621,808,51894.7127888666
622,680,73468.60837819625
623,1153,36714.375881246175
624,1291,60339.50943321502
625,1818,107941.84747989033
626,2161,120952.04750104412
627,1883,48656.496704685036
628,350,281061.7221938671
629,2473,75864.4795669847
630,295,117419.10362772015
631,293,119350.52053636347
632,859,66585.63872678822
633,288,-13886.829191616736
634,1578,88867.62530987721
635,102,122167.2026904975
636,2831,54010.498090007226
637,1030,74860.1947812658
638,2551,76556.29314326262
639,1286,90816.04878914088
640,958,236736.84167455847
641,776,61485.0887252714
642,72,183316.7829671111
643,2263,195898.15140913776
644,1866,96135.97206906055
645,2876,7889.800530515029
646,2146,158834.45445688732
647,103,108387.33064028202
648,1500,64186.98812917678
649,492,91798.61031061609
650,167,79985.70346128347
651,2597,42848.576065806206
652,2685,45201.20698746783
653,1035,93478.14450550976
654,1220,-8357.430623600725
655,2602,96868.48184106534
656,2159,136846.99457040406
657,695,77204.09268958657
658,1109,205000.9906005714
659,640,93616.91347991
660,1652,73836.12995028042
661,2090,85386.95815147192
662,1188,102487.19608240388
663,2345,169816.1774843667
664,1059,317312.577804839
665,2751,144198.25934533158
666,128,144092.75519801618
667,1523,88054.46628832596
668,2925,100032.78454093018
669,2145,206900.5618001317
670,1121,166849.68782848062
671,566,165811.6427725111
672,565,201002.5328384986
673,1331,67263.75189364876
674,2928,58988.08689710114
675,156,65279.90732344182
676,797,72223.91161331639
677,327,11191.539070593426
678,2859,77221.0128096859
679,1453,54345.346976975794
680,1762,268583.0949347357
681,1868,145837.67815945914
682,1760,101851.9596452302
683,1113,160673.8265682389
684,1812,119936.14638050273
685,117,82226.09260265587
686,1142,140037.63765791594
687,2342,347622.11515285657
688,927,93758.45108624327
689,2478,99832.89315348386
690,655,485.62691633123904
691,2064,63656.320925486274
692,369,246380.14789766527
693,2239,66621.7009950669
694,2732,147302.13968384813
695,1653,99522.82386877714
696,959,150602.53910091904
697,2395,296892.38479169784
698,1412,35285.657245684066
699,271,199182.34788785316
700,1484,80501.4986587034
701,1497,91626.97646517167
702,552,74444.96310434083
703,2,49860.55455243867
704,1855,216044.31381709047
705,4,191544.23187925154
706,2292,78299.70287465537
707,134,68871.06374721066
708,646,36742.15979817405
709,42,266752.8367774361
710,532,158506.44575338112
711,713,26527.42985080881
712,2561,64314.96152401017
713,2360,72769.75517488667
714,1333,47097.11981116189
715,1407,153997.77701849968
716,2892,240646.72822981793
717,574,138696.38854472258
718,1227,125639.1761019309
719,2591,198732.8629448607
720,1476,155450.3232950155
721,1125,195571.9148746006
722,1446,63904.050923213945
723,408,62715.18696403946
724,1101,238543.9329051458
725,2251,136638.18413147877
726,373,113314.80917700613
727,2554,72827.48087128985
728,2382,215825.99705452146
729,1985,21167.381136109005
730,519,193839.77052427747
731,1093,114749.71926488914
732,864,171039.00451586652
733,2889,75574.91467878409
734,2308,112087.15702707181
735,986,107265.85043408966
736,1302,75705.50153531972
737,585,80113.7559883087
738,2708,84211.9048326785
739,147,56222.372838643845
740,1441,152121.5862582043
741,383,140222.5920246488
742,285,81964.81376027665
743,181,32312.26524297148
744,358,120216.32474276889
745,780,100334.14148382505
746,258,115698.53909163852
747,1865,149860.38996187027
748,692,42340.6987312861
749,2902,268429.19763561664
750,508,184161.5307964189
751,2638,75643.11644854909
752,36,71410.33530046477
753,611,93489.06866099697
754,2281,87547.07354764023
755,1678,43392.17474846775
756,1696,352040.0930357302
757,1557,12844.110935171368
758,2180,87513.9149947355
759,1726,176653.88041894755
760,951,81124.12741653493
761,267,144336.04322359804
762,2706,68156.31221996492
763,2221,204616.22989234887
764,1357,89039.17459178576
765,2901,244649.32615090744
766,347,110704.67157254287
767,2164,138646.13881351845
768,1586,238201.15714599472
769,360,85708.58341513248
770,1769,210912.65440256975
771,2617,141648.90191194124
772,1879,54506.7179628897
773,991,173978.4116780596
774,1535,43606.58356803749
775,1191,61746.71615124005
776,1579,159185.96005584951
777,1882,106043.55441107601
778,1510,68757.71991419909
779,2196,95658.97515054466
780,1845,110541.92282428208
781,2336,337541.0519797369
782,942,27383.15544334473
783,861,61050.401867987355
784,2555,52617.46854302788
785,1392,114630.820213306
786,2099,189796.91568158986
787,1543,53244.777141258586
788,948,215672.8629661384
789,1239,115618.79301415628
790,22,119413.33360850764
791,2796,165037.0561384163
792,2747,113088.07607446669
793,92,238465.52190256107
794,210,81061.78300539486
795,1858,125439.0872777534
796,2228,89504.4688554334
797,447,184696.49449394539
798,827,170059.0534384417
799,1649,201659.03617417172
800,682,79351.27730438963
801,2698,52995.826088008704
802,494,92442.6519973661
803,214,8857.356076845434
804,2441,166696.92015576875
805,2679,64879.040527391015
806,1336,59655.43656943948
807,465,105090.11117217061
808,1524,97628.0428588501
809,2543,30907.451933592907
810,631,72742.0866972967
811,2452,257607.34507578798
812,228,102660.8497834052
813,126,100828.19153308088
814,1092,172604.56479581457
815,1122,152313.36233188293
816,932,172705.4714375371
817,1980,1256.352401993936
818,2171,33214.3821135317
819,551,85542.50903541245
820,2768,105274.80571461946
821,2056,29935.726882635732
822,1159,276712.77847118326
823,2645,58051.646039846935
824,1174,95623.88166355668
825,2266,158444.32058425352
826,2462,269637.2063718252
827,1219,66535.96954136377
828,2922,104691.09789945942
829,118,81370.58337280189
830,474,94781.8052763798
831,2576,78185.2542657028
832,872,206898.21201455023
833,1077,163072.6222284244
834,1536,102599.54051341047
835,1150,56618.42397033749
836,2341,296346.3353823804
837,1931,80570.21035704599
838,2785,69322.56460677774
839,2538,56886.269186489866
840,597,139426.96223915275
841,464,131291.79787245987
842,233,215804.06945376634
843,2169,63106.077129468904
844,2123,101963.23215106723
845,1867,106377.70265782869
846,137,191485.49228010338
847,515,178076.87478182092
848,933,30422.470291691483
849,2784,90866.0091461956
850,972,88737.281441928
851,599,107010.061267977
852,2614,68819.07146976446
853,2582,72888.69148247212
854,1409,109718.44527010864
855,175,25396.72897319845
856,352,193008.72375618597
857,976,31374.644733892288
858,2134,122290.39431630238
859,984,45612.55186372064
860,2396,286316.78735607397
861,1673,57805.29398955044
862,404,47362.20080537815
863,607,106245.63976879197
864,814,83881.50663071242
865,868,113146.59410257952
866,2271,126899.53961625753
867,1633,174076.79514381313
868,337,107187.10084408242
869,2765,109043.5671969325
870,1746,172524.91932033573
871,368,283517.18914991815
872,2806,140846.9045206888
873,1662,109806.40413862176
874,1234,143125.3569225088
875,1373,51308.084156137425
876,1672,42592.409398583
877,1939,54017.00273245142
